,title,originallink,link,description,pubDate
0,[IPO인터뷰] 뱅크웨어글로벌 “국내 유일 코어뱅킹 SW社…클라우드 시대 글로...,https://news.heraldcorp.com/view.php?ud=20240725050080,https://n.news.naver.com/mnews/article/016/0002340376?sid=101,"현재까지 아시아 지역 7개국에서 100여개 은행, 금융 공공기관, <b>핀테크</b>사 등에 SW를 공급, 매일 2억5000만건의 금융거래를 처리 중이다. 지난 2021년에는 영국 금융 IT정보 서비스업체 IBS 인텔리전스가 선정한 글로벌... ","Thu, 25 Jul 2024 08:27:00 +0900"
1,"[N2 모닝 경제 브리핑-7월 25일] 美 증시, 빅테크 실적 실망속 폭락…테슬라 ...",https://www.news2day.co.kr/article/20240724500212,https://www.news2day.co.kr/article/20240724500212,"(10시) - '코리아 <b>핀테크</b> 위크 2024' 8월 27일부터 개최(12시) - 회계법인 품질관리 감리 결과에 따른 개선 권고사항 공개(12시) - 이복현 금융감독원장, 국회 정무위원회 업무보고(10시) [한국은행] - 2024년 7월... ","Thu, 25 Jul 2024 07:18:00 +0900"
2,[오늘 기재부 등 경제부처 일정],https://news.einfomax.co.kr/news/articleView.html?idxno=4318452,https://news.einfomax.co.kr/news/articleView.html?idxno=4318452,「코리아 <b>핀테크</b> 위크 2024」 8월 27일부터 개최(26일 조간) ※회계법인 품질관리 감리 결과에 따른 개선 권고사항 공개(26일 조간) [금융감독원] ▲10:00 원장 정무위원회 업무보고(국회) ※'24년 제7회「찾아가는... ,"Thu, 25 Jul 2024 07:06:00 +0900"
3,[S리포트] 음식점은 풀렸는데… 대기업 빵집은 여전히 '울상',https://www.moneys.co.kr/article/2024072409570445383,https://n.news.naver.com/mnews/article/417/0001016565?sid=101,<b>핀테크</b> 기업 핀다의 빅데이터 상권분석 플랫폼 '오픈업'에 따르면 지난해 전국 평균 외식업 폐업률은 21.5%다. 반면 공정위 가맹사업정보를 살펴보면 제과업 프랜차이즈 폐업률은 2~5%대에 불과하다. 평균 수명은 10년... ,"Thu, 25 Jul 2024 06:25:00 +0900"
4,메트로신문 7월25일자 한줄뉴스,http://www.metroseoul.co.kr/article/20240724500547,http://www.metroseoul.co.kr/article/20240724500547,▲광동제약이 디지털 금융 기술이 결합하고 있는 유통 시장의 변화에 적극 대응하고 있다. 광동제약은 금융IT·<b>핀테크</b>기업 핑거와 자사 제품에 투자할 수 있는 '전자증권 발행 공동사업' 계약을 체결했다고 24일 밝혔다.,"Thu, 25 Jul 2024 06:02:00 +0900"
5,[단독] 암호화폐 전용 ATM 국내 첫 상륙...비트코인도 바로 현금화,https://www.etnews.com/20240724000226,https://n.news.naver.com/mnews/article/030/0003226381?sid=101,블록체인 <b>핀테크</b> 플랫폼 다윈KS는 명동 남대문로 환전사업장에 암호화폐 ATM을 설치했다. ATM을 이용하면 비트코인·이더리움·테더 등 3종 암호화폐를 원화로 바꿀 수 있다. 그 반대도 가능하다. 최대 환전 범위는... ,"Thu, 25 Jul 2024 06:01:00 +0900"
6,한국 보험사 최초 해외은행 인수…아군 확보 '든든',http://news.mt.co.kr/mtview.php?no=2024072314171665007,https://n.news.naver.com/mnews/article/008/0005068423?sid=101,이제는 넓어진 영토에서 <b>핀테크</b> 기술 등을 앞세워 '디지털 금융 DNA'를 심고 있다. 국경을 넘어 미래로 향하는 K금융의 전략을 취재했다. 한화생명의 인도네시아 현지 은행 지분 인수는 여러 가지 면에서 의미가 크다. 국내... ,"Thu, 25 Jul 2024 05:35:00 +0900"
7,"'생·손보+은행' 글로벌 종합금융그룹 시너지, 인니서 터트린다",http://news.mt.co.kr/mtview.php?no=2024072314150823412,https://n.news.naver.com/mnews/article/008/0005068410?sid=101,이제는 넓어진 영토에서 <b>핀테크</b> 기술 등을 앞세워 '디지털 금융 DNA'를 심고 있다. 국경을 넘어 미래로 향하는 K금융의 전략을 취재했다. 한화생명은 활발히 해외시장 문을 두들긴 생명보험사 중 하나다. 특히 최근에... ,"Thu, 25 Jul 2024 05:24:00 +0900"
8,"[광화문]자초한 규제, 멀어진 혁신",http://news.mt.co.kr/mtview.php?no=2024072410464978060,https://n.news.naver.com/mnews/article/008/0005068398?sid=101,검색비용을 줄여주는 <b>핀테크</b>가 설 자리도 사라졌다. 보험업계에서 새 회계기준 IFRS17 혼란이 사그라지지 않고 있다. IFRS17는 보험 회계에서 쓰이는 여러 가정을 보험사별로 자율적으로 판단해서 적용하라는 것이... ,"Thu, 25 Jul 2024 05:07:00 +0900"
9,[오늘의 주요일정]금융·증권(7월25일 목요일),https://www.newsis.com/view/NISX20240724_0002824112,https://n.news.naver.com/mnews/article/003/0012686987?sid=101,"◇주요일정 ▲10:00 금감원장, 정무위원회 업무보고(국회) ◇보도계획 &lt;금융위원회&gt; ▲10:00 '24년 제7회「찾아가는 금융규제 샌드박스」간담회 개최 ▲12:00 「코리아 <b>핀테크</b> 위크 2024」 8월 27일부터 개최... ","Thu, 25 Jul 2024 05:00:00 +0900"
0,[오늘의 주요일정]금융·증권(7월25일 목요일),https://www.newsis.com/view/NISX20240724_0002824112,https://n.news.naver.com/mnews/article/003/0012686987?sid=101,"◇주요일정 ▲10:00 금감원장, 정무위원회 업무보고(국회) ◇보도계획 &lt;금융위원회&gt; ▲10:00 '24년 제7회「찾아가는 금융규제 샌드박스」간담회 개최 ▲12:00 「코리아 <b>핀테크</b> 위크 2024」 8월 27일부터 개최... ","Thu, 25 Jul 2024 05:00:00 +0900"
1,티몬-위메프 月거래 1조… 대금지급-환불 막혔다,https://www.donga.com/news/Economy/article/all/20240725/126102732/2,https://n.news.naver.com/mnews/article/020/0003578278?sid=101,미정산 사태가 불거진 이후 금융권과 <b>핀테크</b>의 선정산 대출 시스템이 막힌 것도 판매 업체들의 고통을 배가시키고 있다. 선정산은 플랫폼으로부터 정산금을 받기 전 미리 대출을 받는 것을 의미한다. 티몬·위메프에서... ,"Thu, 25 Jul 2024 03:01:00 +0900"
2,갤럭시아에스엠 주가 흥얼흥얼... '비트코인 2024'에서 다뤄질 세션은?,https://www.pinpointnews.co.kr/news/articleView.html?idxno=278655,https://www.pinpointnews.co.kr/news/articleView.html?idxno=278655,"갤럭시아에스엠은 <b>핀테크</b>업체 '갤럭시아머니트리' 지분을 보유하고 있다. 비트코인 2024는 오는 25일부터 27일까지 미국에서 개최되는 세계 최대 규모의 비트코인 컨퍼런스이다. 채굴, 거래, 투자, 규제, 기술, 미래 전망... ","Thu, 25 Jul 2024 00:10:00 +0900"
3,"[IT이슈] 골프존, '신한투자증권 GTOUR MEN'S' 4차 결선 개최 外",http://www.lawissue.co.kr/view.php?ud=202407242119282356204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202407242119282356204ead0791_12,"◆핑거-광동제약, ‘식∙음료 투자계약증권 발행 공동사업 계약’ 체결 최근 토큰증권(STO)사업과 AI사업에 집중하고 있는 금융IT&amp;<b>핀테크</b> 기업 핑거(163730)는 헬스케어 및 제약분야 선두주자인 광동제약(009290)의... ","Wed, 24 Jul 2024 21:22:00 +0900"
4,"[IT이슈] 칠리즈(CHILIZ), ‘알케미페이’와 전략적 파트너십 체결 外",http://www.lawissue.co.kr/view.php?ud=202407242026326268204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202407242026326268204ead0791_12,"알케미페이는 전통 금융 시스템과 블록체인을 융합한 하이브리드 결제 솔루션으로, 빠르고 간편한 결제 시스템을 구현한 <b>핀테크</b> 기업이다. 173개 국가의 결제 네트워크와 50개 이상의 법정화폐를 지원하여 글로벌... ","Wed, 24 Jul 2024 20:28:00 +0900"
5,"보험 비교·추천서비스, 대형보험사 몽니에 '반쪽짜리'",http://www.edaily.co.kr/news/newspath.asp?newsid=03571926638957800,https://n.news.naver.com/mnews/article/018/0005797009?sid=105,네이버페이와 카카오페이 등 주요 <b>핀테크</b> 업체들이 올해부터 보험 비교 서비스를 출시할 수 있었던 것은 금융당국이 지난 2022년 관련 내용을 ‘혁신 금융 서비스’로 발표하면서부터다. 보험사가 플랫폼에 지급하는... ,"Wed, 24 Jul 2024 19:27:00 +0900"
6,천억 지급불능 티몬·위메프… “몸집 불리다 줄도산 위기”,https://www.donga.com/news/Society/article/all/20240724/126098859/1,https://n.news.naver.com/mnews/article/020/0003578239?sid=102,사태가 터진 이후엔 금융권과 <b>핀테크</b>의 선정산 대출 시스템이 막히면서 이달 정산액을 받은 업체들도 고통을 호소하고 있다. 선정산은 플랫폼으로부터 정산금을 받기 전 미리 대출을 받는 것을 의미한다. 티몬... ,"Wed, 24 Jul 2024 18:39:00 +0900"
7,"통신업 억만장자 파트릭 드라히, 부채 위기 속에서 투자자들과의 긴장 고조",https://www.tokenpost.kr/article-188569,https://www.tokenpost.kr/article-188569,"이탈리아의 안드레아 피그나타로(Andrea Pignataro)의 <b>핀테크</b> 회사는 더 나은 상황이지만, 공공 부채 소유자들을 속인 채 수십억 달러를 조용히 빌렸다. 영국의 주유소 거물 이사 형제(Issa Brothers)는 영국의 식료품 체인... ","Wed, 24 Jul 2024 18:00:00 +0900"
8,"코스피, '外人 매도'에 2760선 반납···삼성전자 2.26%↓",http://www.enewstoday.co.kr/news/articleView.html?idxno=2156329,http://www.enewstoday.co.kr/news/articleView.html?idxno=2156329,갤럭시아에스엠은 블록체인 <b>핀테크</b>업체 '갤럭시아머니트리' 지분을 12.35%(지난해 말 기준) 보유하고 있어 '암호화폐' 관련주로 묶인다. 세계 최대 규모 비트코인 컨퍼런스인 '비트코인 2024'에 미국 민주당 대선... ,"Wed, 24 Jul 2024 17:59:00 +0900"
9,"[이슈분석] 카카오 위기, 어디서부터 시작됐나",http://www.opinionnews.co.kr/news/articleView.html?idxno=102423,http://www.opinionnews.co.kr/news/articleView.html?idxno=102423,"카카오가 모회사나 지배주주의 자금을 투입하지 않고도 <b>핀테크</b>(금융과 기술의 합성어), 모빌리티 등 신사업에 빠르게 도전하며 규모를 키운 것도 이런 외부자금 수혈이 있었기에 가능했다. 하지만 이런 재무적 투자(FI)... ","Wed, 24 Jul 2024 17:40:00 +0900"
0,"연 1조로 커진 테이블오더 시장…후발주자, 차별화 승부수",https://www.hankyung.com/article/2024072465981,https://n.news.naver.com/mnews/article/015/0005013833?sid=101,"업계 관계자는 “스타트업은 물론 통신사, 포스사, <b>핀테크</b>회사까지 진입하고 있다”며 “태블릿 성능이든 비용이든 사후서비스(AS)든 어느 한쪽에 특별한 경쟁력을 갖추지 않고선 살아남기 어렵다”고 했다. 페이히어는... ","Wed, 24 Jul 2024 17:38:00 +0900"
1,"광동제약, <b>핀테크</b> 기업 핑거와 투자계약 전자증권 발행 공동사업 MOU",http://www.popcornnews.net/news/articleView.html?idxno=63352,http://www.popcornnews.net/news/articleView.html?idxno=63352,"광동제약은 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해 ▲ 토큰증권 발행·유통 상품화 협력, ▲ 디지털 자산분야 공동사업... ","Wed, 24 Jul 2024 17:36:00 +0900"
2,"'대출 갈아타기' 흥행하는데 '보험 비교'는 부진, 왜?",https://www.kpinews.kr/newsView/1065599632295530,https://www.kpinews.kr/newsView/1065599632295530,[뉴시스] 보험 비교 서비스는 네이버·카카오·토스 등 11개 <b>핀테크</b>사가 운영하는 플랫폼을 통해 여러 보험상품을 비교하고 맞춤형으로 추천해 주는 서비스다. 자동차보험은 의무보험이라 수요가 확고해 보험 비교... ,"Wed, 24 Jul 2024 17:35:00 +0900"
3,"광동제약, 핑거와 함께 투자계약 전자증권 발행 공동사업 진행",https://www.ibabynews.com/news/articleView.html?idxno=119047,https://www.ibabynews.com/news/articleView.html?idxno=119047,ⓒ광동제약 광동제약(대표이사 회장 최성원)은 금융IT•<b>핀테크</b> 기업 ㈜핑거(대표이사 안인주)와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해 ▲ 토큰증권 발행... ,"Wed, 24 Jul 2024 17:14:00 +0900"
4,"광동제약, 핑거와 전자증권 발행 공동사업 계약 체결",http://www.whitepaper.co.kr/news/articleView.html?idxno=236420,http://www.whitepaper.co.kr/news/articleView.html?idxno=236420,"화이트페이퍼, WHITEPAPER(사진=광동제약) 광동제약이 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 이번 계약은 지난 3월 체결한 '투자계약증권 발행 및... ","Wed, 24 Jul 2024 17:06:00 +0900"
5,[금융리더탐구] 김기홍 JB금융지주 회장② 내부통제 선진화 앞장,http://www.ftoday.co.kr/news/articleView.html?idxno=325825,http://www.ftoday.co.kr/news/articleView.html?idxno=325825,"지난해부터는 <b>핀테크</b>사와 협업 관계를 통해 디지털 금융 생태계 플레이어로 참여하고 있다. JB금융그룹은... ◆ 디지털 강화 투트랙…1기 '데이터', 2기 <b>핀테크</b>사 '협업' 김 회장의 디지털 금융은 크게 1기와 2기로... ","Wed, 24 Jul 2024 17:04:00 +0900"
6,"서울랩스, 라오스 정부 전자결재시스템 상용화 계약",https://www.joongang.co.kr/article/25265796,https://n.news.naver.com/mnews/article/025/0003375422?sid=105,"'서울랩스' 장도희 대표는 &quot;라오스 정부와의 협력을 통해 블록체인 기술의 혁신적 활용을 입증하게 되어 기쁘다&quot;며, &quot;앞으로도 더 많은 국가와 협력하여 다양한 <b>핀테크</b> 시스템의 발전에 기여하겠다&quot;고 밝혔다.","Wed, 24 Jul 2024 17:00:00 +0900"
7,[기업분석] DB손해보험,http://www.4th.kr/news/articleView.html?idxno=2065772,http://www.4th.kr/news/articleView.html?idxno=2065772,"▲ 2023년, 펫보험 <b>핀테크</b> 정보 탈취 논란 2023년 DB손해보험은 펫 전문 보험사 설립을 추진해 온 <b>핀테크</b> 업체의 기술 탈취 의혹을 받았다. DB손해보험과 해당 <b>핀테크</b> 업체가 투자에 대해 논의하다 무산되며... ","Wed, 24 Jul 2024 16:48:00 +0900"
8,초등생 경제금융시험 내달 14일까지 접수,https://www.mk.co.kr/article/11075930,https://n.news.naver.com/mnews/article/009/0005339944?sid=101,제2회 매경·퍼핀 주니어 경제금융TEST 8월 17일 시행 매일경제와 에듀<b>핀테크</b> 기업 레몬트리가 공동 주관하는 ‘제2회 매경-퍼핀 주니어 경제금융TEST’가 다음달 17일 시행된다. 시험 권장 응시 대상은 초등학교 3... ,"Wed, 24 Jul 2024 16:47:00 +0900"
9,"광동제약·핑거, 전자증권 발행 공동사업 계약 체결",https://sports.chosun.com/life/2024-07-24/202407240100185230026018,https://n.news.naver.com/mnews/article/076/0004172665?sid=103,"광동제약과 금융IT·<b>핀테크</b> 기업 ㈜핑거가 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다. 양사는 계약을 통해 ▲ 토큰증권 발행·유통 상품화 협력, ▲ 디지털 자산분야 공동사업 협력체계 구축... ","Wed, 24 Jul 2024 16:42:00 +0900"
0,"테더 CEO, 스테이블코인 경쟁 증가 긍정적 평가",https://www.tokenpost.kr/article-188552,https://www.tokenpost.kr/article-188552,"여러 다른 달러 연동 스테이블코인들도 시장 점유율을 확보하려고 노력하고 있으며, 최근 실리콘밸리 <b>핀테크</b> 기업 페이팔(PayPal)도 스테이블코인을 발행했다. 리플(Ripple)도 올해 초 스테이블코인을 발표했으며, 최근... ","Wed, 24 Jul 2024 16:30:00 +0900"
1,"칠리즈, '알케미페이'와 전략적 파트너십 체결",https://www.khgames.co.kr/news/articleView.html?idxno=230365,https://www.khgames.co.kr/news/articleView.html?idxno=230365,"알케미페이는 전통 금융 시스템과 블록체인을 융합한 하이브리드 결제 솔루션으로, 빠르고 간편한 결제 시스템을 구현한 <b>핀테크</b> 기업이다. 173개 국가의 결제 네트워크와 50개 이상의 법정화폐를 지원하여 글로벌... ","Wed, 24 Jul 2024 16:24:00 +0900"
2,"[스타트업 소식] 손목닥터9988, 건강관리 서비스 다양화 기술 지원 外",http://www.dailypop.kr/news/articleView.html?idxno=80049,http://www.dailypop.kr/news/articleView.html?idxno=80049,"채널톡, 트래블월렛에 서비스 공급…단순문의 응대 25% 감소 (주)채널코퍼레이션은 올인원 AI 메신저 '채널톡'을 통해 환전 특화 <b>핀테크</b> 기업 트래블월렛의 단순문의 응대 건수를 1년 만에 최대 25% 감소시켰다고 밝혔다.... ","Wed, 24 Jul 2024 16:16:00 +0900"
3,"광동제약-핑거, 투자계약 전자증권 발행 공동사업 진행",https://www.cnbnews.com/news/article.html?no=672695,https://www.cnbnews.com/news/article.html?no=672695,(사진=광동제약) 광동제약이 금융 IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해 △토큰증권 발행·유통 상품화 협력 △디지털 자산분야... ,"Wed, 24 Jul 2024 16:12:00 +0900"
4,"핀산협, '전자금융업자 협의회' 출범",https://www.newsis.com/view/NISX20240724_0002824153,https://n.news.naver.com/mnews/article/003/0012686291?sid=101,"한국<b>핀테크</b>산업협회가 다음 달 6일 전자금융업 관련 정책과 제도, 입법 등의 현안을 논의할 수 있는 협회 내 공식 논의의 장으로써 '전자금융업자 협의회'를 출범한다고 24일 밝혔다. 협의회는 협회 회원사 중... ","Wed, 24 Jul 2024 16:05:00 +0900"
5,"광동제약, 핑거와 투자계약 전자증권 발행 공동사업 진행",http://www.thefirstmedia.net/news/articleView.html?idxno=150698,http://www.thefirstmedia.net/news/articleView.html?idxno=150698,"광동제약은 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해 ▲ 토큰증권 발행·유통 상품화 협력, ▲ 디지털 자산분야 공동사업... ","Wed, 24 Jul 2024 16:02:00 +0900"
6,저축보험 비교 플랫폼 M+1…'보험다모아'가 낫네,https://www.kbanker.co.kr/news/articleView.html?idxno=215608,https://www.kbanker.co.kr/news/articleView.html?idxno=215608,자동차보험은 의무보험이고 7개 <b>핀테크</b>사가 취급한 것을 고려할 때 이용자와 계약체결건수는 이보다 현저히 낮을 것으로 보인다. 한편 지난 5월부터 금융당국이 보험업계와 유관기관과 함께 추진 중인 보험 개혁회의는... ,"Wed, 24 Jul 2024 16:02:00 +0900"
7,"토스증권, 급여도 정상급…카카오페이증권, 사실상 꼴찌",http://www.newstomato.com/ReadNews.aspx?no=1236020&inflow=N,http://www.newstomato.com/ReadNews.aspx?no=1236020&inflow=N,반면 <b>핀테크</b> 1호 증권사 타이틀이 무색하다는 평가를 받는 카카오페이증권은 24개 증권사 중에서 최하위 급여 수준을 나타냈습니다. 지난해 증권사별 1인당 평균임금 및 순이익. (그래픽=뉴스토마토) 24일 각 사... ,"Wed, 24 Jul 2024 16:00:00 +0900"
8,큐텐·위메프·티몬 ‘생존기로’… 셀러들 물류창고서 상품 빼고 소비자는 피...,https://biz.chosun.com/distribution/channel/2024/07/24/EDEAFYRH4BC7FE47MJSCTMBQR4/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001007168?sid=101,"올라·페이코 등 <b>핀테크</b> 서비스 거래도 중단되면서 현재 결제를 하면 ‘가맹점 ID가 유효하지 않다’는 알림이 떴다. 티몬·위메프와 제휴한 여행사를 포함해 백화점, 홈쇼핑 등 유통업계도 모두 판매 중단에 들어간... ","Wed, 24 Jul 2024 15:56:00 +0900"
9,'상품권 판돈 외부 유치' 규제 강화 두 달 앞두고 터진 '티몬 사태',http://news.mt.co.kr/mtview.php?no=2024072413395367712,https://n.news.naver.com/mnews/article/008/0005068190?sid=101,"실제로 네이버페이, 페이코, SSG페이 등 <b>핀테크</b>와 구글 등은 티몬이 할인 판매한 해피머니 상품권을 자사의 포인트로 전환할 수 없게 막아뒀다. 티몬은 해피머니 등 문화상품권을 최대 10% 할인된 가격에 판매했다.... ","Wed, 24 Jul 2024 15:53:00 +0900"
0,"바이나우X스티치잇 비즈니스 크루, 패션 브랜드 투자 시동",http://www.apparelnews.co.kr/news/news_view/?idx=212340,http://www.apparelnews.co.kr/news/news_view/?idx=212340,"바이나우는 온라인 셀러 및 패션 브랜드의 원활한 자금 회전을 위해 선정산 서비스를 제공하는 <b>핀테크</b> 서비스로, 타사 대비 2배 이상의 한도를 제공함으로써 서비스 재사용률 91%의 높은 고객 만족도를 자랑한다.... ","Wed, 24 Jul 2024 15:42:00 +0900"
1,"비트코인 지갑 앱 폴드, ACH 리워드 도입",https://www.tokenpost.kr/article-188543,https://www.tokenpost.kr/article-188543,2020년 비자의 <b>핀테크</b> 패스트 트랙(Fintech Fast Track) 가속 프로그램에 참여하여 비트코인으로 보상을 제공하는 결제 카드를 출시한 폴드는 암호화폐 기반 자동 결제 시스템(ACH) 리워드 프로그램을 제공하는 최초의... ,"Wed, 24 Jul 2024 15:36:00 +0900"
2,"은행권, STO 발행 잰걸음..&quot;계좌관리 넘어 플랫폼 구축&quot;",http://www.fnnews.com/news/202407231443430851,https://n.news.naver.com/mnews/article/014/0005218046?sid=101,"■<b>핀테크</b>와 맞손..제휴 서둘러 신한, 하나, 우리은행에서도 STO 시장에 발 빠르게 대응하고 있다. 신한은행은 고객 투자자금 유치가 필요한 기초자산 기업들에 솔루션을 제공한다는 STO 사업추진 전략을 세웠다.... ","Wed, 24 Jul 2024 15:34:00 +0900"
3,"광동제약-핑거, 전자증권 발행 공동사업 계약 체결",https://www.enetnews.co.kr/news/articleView.html?idxno=27349,https://www.enetnews.co.kr/news/articleView.html?idxno=27349,광동제약(대표이사 회장 최성원)은 금융IT·<b>핀테크</b> 기업 ㈜핑거(대표이사 안인주)와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 밝혔다. 양사는 계약을 통해 ▲토큰증권 발행·유통 상품화 협력... ,"Wed, 24 Jul 2024 15:32:00 +0900"
4,[사설]이번에도 소잃고 우왕좌왕 금융위,https://www.etnews.com/20240724000274,https://n.news.naver.com/mnews/article/030/0003226304?sid=101,"간편결제를 서비스했던 <b>핀테크</b>사와 카드사는 거래를 막았다. 은행 또한 선정산을 중단했다. 돌이킬 수 없는... 또 티몬 정산금을 받지 못해 서비스를 중단한 금융, <b>핀테크</b>, 셀러, 협력사들도 조사대상에 넣고 면밀하게... ","Wed, 24 Jul 2024 15:31:00 +0900"
5,"'환불요청' 쏟아지자 금융사도 손절…티몬, 카드·간편결제 다 막혔다",http://news.mt.co.kr/mtview.php?no=2024072414265193914,https://n.news.naver.com/mnews/article/008/0005068160?sid=101,24일 <b>핀테크</b> 업계에 따르면 PG사와 카카오페이·토스페이 등은 티몬에서 결제가 이뤄지지 못하도록 창구를... 네이버페이·페이코·SSG페이 등 <b>핀테크</b>와 구글은 해피머니를 자사 포인트로 전환하지 못하도록 막았다.... ,"Wed, 24 Jul 2024 15:22:00 +0900"
6,‘재산세 납부’ 때문에 샀는데…‘티몬캐시’ 전환 불가에 발동동,http://www.edaily.co.kr/news/newspath.asp?newsid=02896246638957800,https://n.news.naver.com/mnews/article/018/0005796770?sid=101,하지만 지난 23일 페이코가 다른 <b>핀테크</b>업체들과 함께 포인트 전환 자체를 막으면서 더 이상 불가능하게 됐다. 물론 큐텐 대란을 일찍부터 감지한 소비자들은 발 빠르게 타 업체 포인트로 전환하긴 했지만 나머지... ,"Wed, 24 Jul 2024 15:13:00 +0900"
7,"온라인투자업계, 기관투자 난항…'AI' 승부수 띄운 &quot;사명 교체&quot;",https://www.bloter.net/news/articleView.html?idxno=619852,https://n.news.naver.com/mnews/article/293/0000056633?sid=101,<b>핀테크</b>(금융+기술)로 분류되는 온라인투자연계금융 업계의 기관투자 길이 막히면서 침체를 겪는 가운데... 다른 분야의 <b>핀테크</b> 기업 또한 주력 서비스에 AI를 접목하고 있다. 해빗팩토리는 AI 보험상품 분석과 추천... ,"Wed, 24 Jul 2024 15:13:00 +0900"
8,"<b>핀테크</b>산업협회, 전자금융업자 협의회 출범",https://biz.chosun.com/stock/finance/2024/07/24/3OO2NZENWZAXTEAMSREPQZ53XQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001007145?sid=101,"한국<b>핀테크</b>산업협회(핀산협)는 오는 8월 6일, 전자금융업 관련 정책과 제도 및 입법 등의 현안을 논의하는 ‘전자금융업자 협의회’를 출범한다고 24일 밝혔다. 협의회는 핀산협 회원사 중 선불전자지급수단발행업... ","Wed, 24 Jul 2024 15:11:00 +0900"
9,"광동제약, 핑거와 '맞손'…전자증권 발행 공동사업 진행",http://www.inews24.com/view/1745615,https://n.news.naver.com/mnews/article/031/0000856118?sid=101,광동제약은 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 두 회사는 계약을 통해 △토큰증권 발행·유통 상품화 협력 △디지털 자산 분야 공동사업... ,"Wed, 24 Jul 2024 15:04:00 +0900"
0,"광동제약, 핑거와 ‘투자계약 전자증권 발행’ 공동사업 진행",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202407241452279990066,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202407241452279990066,"신제품 출시 전 가치평가 후 증권으로 발행, 전용 플랫폼에서 거래 가능 광동제약은 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해... ","Wed, 24 Jul 2024 15:02:00 +0900"
1,"광동제약-핑거, 건강음료 투자계약증권 발행 공동사업 추진",https://www.digitaltoday.co.kr/news/articleView.html?idxno=526704,https://www.digitaltoday.co.kr/news/articleView.html?idxno=526704,금융IT&amp;<b>핀테크</b> 기업 핑거는 동제약(009290) 기초자산을 투자계약증권으로 발행하는 공동사업 계약을 체결했다고 24일 밝혔다. 양사는 계약을 통해 광동제약 자산 기반으로 ▲토큰증권 발행&amp;유통 상품화 협력 ▲디지털... ,"Wed, 24 Jul 2024 15:02:00 +0900"
2,"페이오니아, 2024 인터참코리아서 '빌링 서비스' 소개 나서... &quot;인보이스 요청...",https://kr.aving.net/news/articleView.html?idxno=1792450,https://kr.aving.net/news/articleView.html?idxno=1792450,"화장품 수출을 북미 등에 많이 하는데 은행보다 수출대금 받기가 간편하고 <b>핀테크</b> 솔루션을 연동하는 특장점이 있다. 가장 주목하고 있는 시장은 B2B다.&quot;라고 말했다. 한편, 올해로 22회째를 맞이한 '2024 인터참코리아... ","Wed, 24 Jul 2024 15:02:00 +0900"
3,"헥토파이낸셜, 전금법 개정안 수혜 전망...'강세'",https://www.newspim.com/news/view/20240724000729,https://www.newspim.com/news/view/20240724000729,"전날 리서치알음은 헥토파이낸셜에 대해 올 9월 시행되는 '전자금융거래법 개정안'의 수혜가 예상되고, 신사업인 해외 정산, 송금 사업을 통해 글로벌 <b>핀테크</b>와 협업을 할 수 있다고 분석하며 주가전망을 '긍정적', 적정... ","Wed, 24 Jul 2024 14:56:00 +0900"
4,"광동제약, 핑거와 ‘투자계약 전자증권 발행’ 공동사업 진행",https://www.ebn.co.kr/news/view/1630799/?sc=Naver,https://www.ebn.co.kr/news/view/1630799/?sc=Naver,"신제품 출시 전 가치평가 후 증권으로 발행하는 방식 증권 구매자, 판매 수익을 배당금 형식으로 나눠 받아 광동제약은 금융IT·<b>핀테크</b> 기업 핑거와 자사 제품에 투자할 수 있는 전자증권 발행 공동사업 계약을 체결했다고... ","Wed, 24 Jul 2024 14:48:00 +0900"
